1713723415578301184.000000,1.750769377,25.218904495,1.322064042,0.002631735,-0.002547421,0.000095082,0.999993324
1713723415611657984.000000,0.004475335,0.202459410,0.012626859,0.005579517,-0.002404608,0.000101868,0.999981582
1713723415645014272.000000,0.016338138,0.203761727,0.007506047,0.004886079,-0.002089935,0.001581471,0.999984682
1713723415678371072.000000,0.013663366,0.223742157,0.008560810,0.003912180,-0.002080754,0.001641010,0.999988914
1713723415711728128.000000,0.002406671,0.241052568,0.019155294,0.003325911,-0.002158123,-0.000141036,0.999992132
1713723415745084160.000000,0.006662287,0.251039207,0.010819267,0.006548493,-0.001392440,0.000319895,0.999977589
1713723415778440960.000000,0.014429966,0.245678827,0.018500170,0.003454966,-0.002341605,0.001354652,0.999990404
1713723415811797504.000000,0.015812868,0.251941860,0.017346844,0.003276470,-0.002299437,0.001164312,0.999991357
1713723415845154048.000000,2.007193089,34.207237244,1.721132278,0.005877132,-0.004338417,-0.000278775,0.999973297
1713723415878510592.000000,0.003445461,0.187917203,0.004158508,0.008466505,-0.002233948,-0.000923667,0.999961257
1713723415911867136.000000,0.008840091,0.196755886,0.006365913,0.005300997,-0.003009965,0.000729696,0.999981225
1713723415945223936.000000,0.005162652,0.210999057,0.012197949,0.005163680,-0.002423579,-0.000186433,0.999983788
1713723415978580224.000000,0.006219183,0.214599937,0.011899286,0.008616972,-0.002797943,-0.000359556,0.999958932
1713723416011937024.000000,0.005549290,0.218892261,0.007771618,0.007800211,-0.003250733,-0.000814050,0.999964058
1713723416045293568.000000,0.004656307,0.233037874,0.010296539,0.006415060,-0.003392452,-0.000720347,0.999973476
1713723416078650112.000000,0.003327446,0.240173623,0.015951622,0.007169542,-0.002368159,-0.001228410,0.999970794
1713723416112006656.000000,3.358715296,50.303768158,2.640188217,0.009771460,-0.003008816,0.000111665,0.999947786
1713723416145363456.000000,0.000997515,0.221713006,0.009078728,0.008540400,-0.003021137,-0.002197190,0.999956608
1713723416178719744.000000,3.356356144,50.321521759,2.642441034,0.005453994,-0.003640241,-0.000175354,0.999978542
1713723416212076544.000000,3.360009670,50.329662323,2.645009756,0.007645230,-0.001794162,0.000594172,0.999969065
1713723416245432832.000000,3.359447956,50.332790375,2.640280962,0.010517845,-0.003173030,-0.000068701,0.999939680
1713723416278789632.000000,1.753615499,25.353628159,1.326528192,0.007130441,-0.004890437,-0.001496701,0.999961495
1713723416312145920.000000,3.359313011,50.350761414,2.644114971,0.006479400,-0.003571821,-0.000175495,0.999972641
1713723416345502976.000000,0.002781669,0.264406234,0.015018077,0.009648982,-0.001681632,-0.002913591,0.999947846
1713723416378859008.000000,4.114673615,62.816894531,3.306139469,0.008815162,-0.003746143,-0.000490101,0.999954104
1713723416412216064.000000,4.116653442,62.824424744,3.308867216,0.006315385,-0.003838080,0.000242609,0.999972701
