1713723968312213248.000000,0.000712939,0.009566478,0.204525247,0.001055890,0.000401929,-0.000826286,0.999999046
1713723968345572352.000000,-0.018525785,-0.001951125,0.274824262,0.000676824,0.002155145,-0.001531512,0.999996305
1713723968378931456.000000,-0.028265335,0.001322108,0.292338282,0.004231982,0.002800177,-0.001165649,0.999986470
1713723968412291328.000000,-0.003898476,0.009003365,0.305350900,0.003657233,-0.000658679,-0.000310242,0.999993086
1713723968445650688.000000,-0.005867624,0.006975762,0.324034095,0.000675666,-0.001847244,-0.000968117,0.999997616
1713723968479009792.000000,-0.009127102,0.004795684,0.346811235,0.001714095,-0.002910293,-0.000578172,0.999994159
1713723968512369664.000000,-0.004551661,0.002986526,0.354808450,0.004624297,-0.004380737,-0.000406186,0.999979615
1713723968545729024.000000,-0.005775454,0.012392520,0.369126171,0.002213750,-0.005657427,0.000540704,0.999981403
1713723968579088128.000000,-0.008003430,0.012936469,0.317273736,0.000938712,-0.006951665,-0.000197598,0.999975443
1713723968612447744.000000,-0.012502581,0.006643271,0.318669558,0.002989085,-0.008147662,0.000896056,0.999961972
1713723968645807360.000000,-0.010702818,0.006995304,0.324282438,0.004399470,-0.010403593,0.000993259,0.999935746
1713723968679166464.000000,-0.005978790,0.005913808,0.336434811,-0.000058220,-0.014304545,0.001076771,0.999897122
1713723968712526080.000000,-0.000928443,0.004469623,0.349943280,-0.000711832,-0.018619562,0.000837692,0.999826074
1713723968745885952.000000,-0.036133703,0.008052829,0.377366215,0.002725422,-0.017753102,0.001876604,0.999836922
1713723968779245056.000000,-0.027306471,0.022090346,0.383541077,0.004654711,-0.022370886,0.003170884,0.999733925
1713723968812604416.000000,-0.035822880,0.016341390,0.400031805,0.000383282,-0.025405345,0.002410241,0.999674261
1713723968845964544.000000,-0.030024329,0.019431332,0.429449290,0.001002115,-0.029663056,0.003136139,0.999554574
1713723968879323648.000000,-0.010984925,0.007301946,0.324875861,0.001071288,-0.035251938,0.003280871,0.999372482
1713723968912683008.000000,0.000559087,0.019230807,0.328008920,0.004295517,-0.040973742,0.005244076,0.999137282
1713723968946043136.000000,-0.010650991,0.013297822,0.342616081,-0.000885289,-0.043456063,0.004291935,0.999045730
1713723968979402240.000000,-0.003786848,0.017615957,0.351481915,0.000858903,-0.048926551,0.005573784,0.998786449
1713723969012762368.000000,-0.018792678,0.011697607,0.366239101,-0.000266105,-0.050159112,0.005887096,0.998723865
1713723969046121728.000000,-0.000241586,0.018349066,0.366591156,0.000719392,-0.056925476,0.006400655,0.998357654
1713723969079479040.000000,-0.018416794,0.011809856,0.383976012,-0.001393859,-0.057674181,0.005641849,0.998318553
1713723969112835584.000000,-0.059170622,0.027603587,0.531002700,-0.000182481,-0.055999987,0.006318390,0.998410821
1713723969146192896.000000,-0.028987590,0.015877292,0.266723931,0.001994049,-0.058442723,0.006163317,0.998269796
1713723969179549440.000000,-0.021692056,0.016893204,0.268634826,0.002894659,-0.061334323,0.007391843,0.998085737
1713723969212906240.000000,-0.022840083,0.016691979,0.275256455,0.000263638,-0.062182654,0.006596632,0.998043001
1713723969246263552.000000,-0.022923043,0.017082402,0.282209396,0.000010255,-0.063099355,0.007062511,0.997982264
1713723969279620096.000000,-0.056179717,0.021642677,0.561012149,-0.000430703,-0.063223124,0.005563225,0.997983873
1713723969312977408.000000,-0.015391716,0.019873029,0.289384842,0.002437452,-0.065305851,0.007949847,0.997830689
1713723969346333952.000000,-0.060696770,0.020223308,0.575915337,-0.003735682,-0.062103666,0.004982039,0.998050272
1713723969379691008.000000,-0.074257582,0.030697381,0.638999641,-0.000672971,-0.059777696,0.007879470,0.998180449
1713723969413048064.000000,-0.085954465,0.029977674,0.654690564,0.000478990,-0.057582971,0.007888055,0.998309433
1713723969446404608.000000,-0.073450595,0.032692552,0.657326162,0.000401042,-0.058808893,0.009067433,0.998228014
1713723969479761664.000000,-0.081963710,0.032201931,0.671830356,-0.000892474,-0.057294138,0.007948811,0.998325348
1713723969513118464.000000,-0.086550578,0.032420661,0.684108436,-0.000664357,-0.055654611,0.008426305,0.998414397
1713723969546475776.000000,-0.082781881,0.028837914,0.691809714,0.001213462,-0.055607561,0.008579153,0.998415112
1713723969579832320.000000,-0.076337948,0.036403663,0.696519732,0.000881627,-0.055678442,0.009852801,0.998399734
1713723969613188864.000000,-0.085095301,0.034097567,0.711167276,-0.000571624,-0.053981289,0.008333434,0.998507082
1713723969646546176.000000,-0.080066361,0.032585517,0.747035146,-0.000169144,-0.053535249,0.008510191,0.998529732
1713723969679902720.000000,-0.076147005,0.032855198,0.755957901,0.001311271,-0.053615276,0.008699642,0.998522878
1713723969713259776.000000,-0.044293519,0.025740162,0.565666914,-0.000450478,-0.052547563,0.008533644,0.998581886
1713723969746616320.000000,-0.042606734,0.024981905,0.575052559,-0.001492663,-0.052101567,0.007576251,0.998611987
